Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
Casablanca,,Fiat,TIPO,2018,60 000 - 64 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,107000
Meknès,,Renault,Kangoo,2009,0 - 4 999,Diesel,7,Manuelle,5,WW au Maroc,,Très bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,72000
Skhirat,,Chevrolet,Spark,2012,100 000 - 109 999,Essence,6,Manuelle,5,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60000
Meknès,,Peugeot,208,2018,120 000 - 129 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,112000
Kénitra,,Renault,Kangoo,2020,60 000 - 64 999,Diesel,6,Manuelle,5,Importée neuve,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,165000
Meknès,,Hyundai,i 20,2013,110 000 - 119 999,Essence,7,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72000
Meknès,,Land Rover,Range Rover Evoque,2012,200 000 - 249 999,Diesel,9,Automatique,5,WW au Maroc,,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,230000
Larache,,Volkswagen,CRAFTER,2010,350 000 - 399 999,Diesel,10,Manuelle,3,Dédouanée,Non,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170000
Casablanca,,Dacia,Dokker,2014,100 000 - 109 999,Diesel,6,Manuelle,5,WW au Maroc,,Excellent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,84500
Agadir,El Houda,Hyundai,H-1,2016,200 000 - 249 999,Diesel,10,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,135000
Casablanca,,BMW,Serie 1,2020,30 000 - 34 999,Diesel,6,Automatique,5,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,243500
Casablanca,,Renault,Kangoo,2009,15 000 - 19 999,Diesel,6,Manuelle,5,,Non,Excellent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,63000
Rabat,,mini,one,2012,100 000 - 109 999,Essence,9,Automatique,3,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,110000
Agadir,,Citroen,C3,2016,120 000 - 129 999,Diesel,6,Manuelle,5,,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,85000
Béni Mellal,,Fiat,500,2017,50 000 - 54 999,Essence,7,Manuelle,3,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100000
Tanger,,Peugeot,308,2013,130 000 - 139 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,98000
Skhirat,Autre secteur,Renault,Scenic,2004,0 - 4 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64000
Casablanca,,Volkswagen,Touareg,2016,180 000 - 189 999,Diesel,12,Automatique,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,175000
Béni Mellal,,Nissan,Qashqai,2018,60 000 - 64 999,Diesel,6,Manuelle,5,,Non,Excellent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,200000
Rabat,,Mercedes-Benz,220,2008,190 000 - 199 999,Diesel,9,Manuelle,5,Importée neuve,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,128000
Agadir,Abattoirs,Mercedes-Benz,280,2008,180 000 - 189 999,Diesel,12,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86000
Sidi Bennour,Toute la ville,Volkswagen,GOLF 4,2001,250 000 - 299 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,71000
Rabat,,Kia,Sportage,2011,450 000 - 499 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115000
Laâyoune,,Toyota,RAV 4,2007,5 000 - 9 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,78000
Benslimane,,Citroen,C5,2009,170 000 - 179 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,96000
Tanger,Ahlane,Seat,Leon,2014,150 000 - 159 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148000
Fès,,Peugeot,Bipper,2014,140 000 - 149 999,Diesel,6,Manuelle,5,WW au Maroc,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80000
Khouribga,,Renault,Scenic,2002,0 - 4 999,Diesel,7,Manuelle,5,Dédouanée,Non,Bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68000
Béni Mellal,,Dacia,Logan,2008,200 000 - 249 999,Diesel,6,Automatique,5,,Non,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60000
Salé,,Fiat,Doblo,2015,120 000 - 129 999,Diesel,5,Manuelle,3,WW au Maroc,Non,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84000
Tifelt,,BMW,Serie 3,2001,25 000 - 29 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66000
Khouribga,,Mercedes-Benz,220,2000,25 000 - 29 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,80000
Oujda,,Citroen,C4,2017,95 000 - 99 999,Diesel,6,Manuelle,5,,,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,135000
El Kelâa des Sraghna,,Renault,Trafic,2008,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,143000
Casablanca,,Ford,BEDFORD,2019,5 000 - 9 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,155000
Tanger,,Hyundai,Santa Fe,2009,25 000 - 29 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,90000
Fès,Agdal,Volkswagen,Jetta,2008,200 000 - 249 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78000
Rabat,Hay Nahda,Citroen,C3 Picasso,2011,190 000 - 199 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85000
Mohammedia,Autre secteur,Hyundai,Santa Fe,2016,130 000 - 139 999,Diesel,9,Automatique,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,220000
Agadir,,Dacia,Logan,2015,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,73000
Fès,,Kia,Carens,2009,150 000 - 159 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68500
Tétouan,,Renault,Kangoo,2012,10 000 - 14 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76000
Casablanca,Oulfa,Volkswagen,Polo,2008,120 000 - 129 999,Essence,8,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61000
Marrakech,,Volkswagen,Polo,2010,5 000 - 9 999,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65000
Casablanca,Aïn Chock,Nissan,Qashqai,2013,160 000 - 169 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140000
Rabat,Agdal,Mercedes-Benz,250,1996,30 000 - 34 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62000
Nador,Centre Ville,Peugeot,508,2015,90 000 - 94 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,160000
Rabat,Agdal,BMW,X3,2017,150 000 - 159 999,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,243500
Casablanca,Ben M'sick,Renault,Kangoo,2009,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72000
Tanger,,Mercedes-Benz,Classe C,2006,250 000 - 299 999,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,105000
Tanger,,Volkswagen,GOLF 7,2016,140 000 - 149 999,Diesel,8,Automatique,,Importée neuve,,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243500
Salé,,Dacia,Dokker,2016,50 000 - 54 999,Diesel,6,Automatique,,,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,114000
Rabat,Yacoub El Mansour,Suzuki,Grand Vitara,2007,170 000 - 179 999,Diesel,7,Manuelle,3,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,90000
Oujda,Hay El Qods,Audi,A4,2008,350 000 - 399 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,140000
Marrakech,Av Mohammed VI,Dacia,Logan,2017,90 000 - 94 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,89000
Casablanca,Anfa,Mercedes-Benz,Classe C,2015,170 000 - 179 999,Diesel,9,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243500
Souk El Arbaa,,Ford,C-Max,2014,5 000 - 9 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,150000
Casablanca,Aïn Chock,Renault,Clio,2015,120 000 - 129 999,Diesel,6,Manuelle,5,WW au Maroc,,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,109000
Fès,,Volkswagen,GOLF 6,2010,250 000 - 299 999,Diesel,6,Manuelle,5,Dédouanée,Non,Bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,125000
Kénitra,,Mercedes-Benz,Classe E,2003,250 000 - 299 999,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,82000
Kénitra,,Renault,Clio,2019,50 000 - 54 999,Diesel,6,Manuelle,5,WW au Maroc,,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,123000
Casablanca,Bournazil,Nissan,Qashqai,2018,60 000 - 64 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,190000
Casablanca,,Opel,Insignia,2010,10 000 - 14 999,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,115000
Salé,Hay Rahma,Renault,Kangoo,2007,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,72000
Er-Rich,,Renault,Kangoo,2015,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105000
Settat,,Ford,Fiesta,2016,95 000 - 99 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,98000
Tanger,,Dacia,Logan,2017,140 000 - 149 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,86000
Mohammedia,,Renault,Clio,2017,150 000 - 159 999,Diesel,6,Manuelle,5,,Non,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,95000
Kénitra,,Fiat,Doblo,2015,250 000 - 299 999,Diesel,5,Manuelle,3,WW au Maroc,Non,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62000
Berrechid,,Renault,Megane 3,2011,15 000 - 19 999,Diesel,6,Manuelle,5,WW au Maroc,,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90000
Tanger,Achakar,Ford,C-Max,2017,80 000 - 84 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,165000
Béni Mellal,Toute la ville,Opel,Corsa,2021,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148000
Casablanca,Aïn Chock,Ford,Kuga,2017,10 000 - 14 999,Diesel,8,Manuelle,5,Pas encore dédouanée,Non,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,173000
Berrechid,,Volkswagen,Caddy,2014,200 000 - 249 999,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,145000
Tanger,,Ford,Focus,2013,250 000 - 299 999,Diesel,6,Automatique,5,WW au Maroc,Non,Bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,112000
Casablanca,Oulfa,Renault,Kangoo,2017,120 000 - 129 999,Diesel,6,Manuelle,,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,122000
Casablanca,Hay Moulay Rachid,Land Rover,Range Rover Evoque,2018,65 000 - 69 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243500
Casablanca,,Renault,Megane Sedan,2017,70 000 - 74 999,Diesel,6,Automatique,5,WW au Maroc,,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,180000
Had Soualem,,Toyota,Hilux,1998,10 000 - 14 999,Diesel,10,Manuelle,,WW au Maroc,Non,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80000
Marrakech,,Fiat,Pinto,2015,10 000 - 14 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78000
Rabat,Hay Riad,BMW,Serie 1,2012,200 000 - 249 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105000
Tétouan,,Toyota,Corolla,2015,130 000 - 139 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,147000
Safi,,Dacia,Dokker,2020,50 000 - 54 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,120000
Khemisset,Toute la ville,Hyundai,Accent,2018,95 000 - 99 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118000
Kénitra,Centre,Renault,Clio,2007,150 000 - 159 999,Diesel,7,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60000
Fès,Oued Fès,Alfa Romeo,Giulietta,2013,150 000 - 159 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120000
Khouribga,,Toyota,Auris,2012,25 000 - 29 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,100000
Marrakech,Ancienne Médina,Volkswagen,GOLF 4,2002,30 000 - 34 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,75000
Casablanca,Autre secteur,Peugeot,208,2017,40 000 - 44 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,93000
Casablanca,Sbata,Ford,Fiesta,2017,90 000 - 94 999,Diesel,6,Manuelle,5,WW au Maroc,,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,120000
Casablanca,Ben M'sick,Dacia,Dokker,2019,55 000 - 59 999,Diesel,6,Manuelle,,WW au Maroc,Oui,Excellent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118000
Casablanca,,Renault,Megane 3,2011,160 000 - 169 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100000
Marrakech,,Audi,A4,2004,95 000 - 99 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70000
Salé,,Seat,Leon,2009,200 000 - 249 999,Essence,9,Manuelle,,,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64000
Casablanca,Bournazil,Dacia,Logan,2009,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70000
Casablanca,,Dacia,Duster,2012,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,95500
