Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
Salé,,Renault,Megane,2007,170 000 - 179 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67000
Youssoufia,Toute la ville,Citroen,C-Elysée,2019,5 000 - 9 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,110000
Berkane,,Dacia,Sandero,2019,30 000 - 34 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,124000
Dcheïra El Jihadia,,Fiat,TIPO,2018,30 000 - 34 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,105000
Marrakech,Akioud,Mercedes-Benz,190,1992,350 000 - 399 999,Diesel,10,Manuelle,5,Dédouanée,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69000
Agadir,Agadir Oufella,Toyota,Corolla,2012,55 000 - 59 999,Diesel,5,Manuelle,,,,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110000
Casablanca,,Dacia,Dokker,2016,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115000
Marrakech,Centre Ville,Citroen,C-Elysée,2019,5 000 - 9 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,110000
Casablanca,,Ford,Focus,2007,250 000 - 299 999,Diesel,7,Manuelle,,WW au Maroc,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,75000
Oujda,,Hyundai,Accent,2020,25 000 - 29 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,154000
Fès,Route d'Immouzere,Audi,Q5,2009,200 000 - 249 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170000
Casablanca,,Dacia,Sandero,2016,90 000 - 94 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,90000
Marrakech,,Dacia,Logan,2011,200 000 - 249 999,Diesel,7,Automatique,,,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64000
Fès,,Renault,Kangoo,2011,130 000 - 139 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,75000
Béni Mellal,,Volkswagen,CC,2016,180 000 - 189 999,Diesel,8,Manuelle,5,WW au Maroc,,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,200000
Marrakech,Azli,Hyundai,ix 35,2015,120 000 - 129 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,160000
Casablanca,,Fiat,Punto,2011,130 000 - 139 999,Diesel,6,Automatique,5,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,69000
Rabat,,Dacia,Logan,2016,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,85000
Béni Mellal,,Volkswagen,Tiguan,2015,120 000 - 129 999,Diesel,8,Automatique,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,235000
Casablanca,Maarif,Ford,ESCAPE,2013,120 000 - 129 999,Essence,11,Automatique,5,,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,145000
Marrakech,Massira,Renault,Fluence,2013,120 000 - 129 999,Diesel,5,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115000
Fès,Saies,Peugeot,308,2017,85 000 - 89 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148000
Temara,,Dacia,Duster,2018,50 000 - 54 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,138000
Casablanca,2 Mars,Jeep,Grand Cherokee,2018,120 000 - 129 999,Diesel,12,Automatique,5,,,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,243500
Dcheïra El Jihadia,,Dacia,Logan,2018,85 000 - 89 999,Essence,7,Manuelle,5,WW au Maroc,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77000
Casablanca,,Fiat,Punto,2011,60 000 - 64 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,80000
Meknès,Hamria,Hyundai,i 10,2016,110 000 - 119 999,Essence,6,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,85000
Dakhla,,Hyundai,Santa Fe,2016,150 000 - 159 999,Diesel,9,Automatique,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,210000
Benslimane,Administratif,Dacia,Logan,2019,60 000 - 64 999,Diesel,6,Manuelle,,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92000
Casablanca,,Volkswagen,Polo,2013,120 000 - 129 999,Diesel,5,Manuelle,5,WW au Maroc,Non,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105000
Casablanca,,Fiat,Punto,2011,60 000 - 64 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,80000
Nador,,Toyota,Land Cruiser,2005,300 000 - 349 999,Diesel,12,Manuelle,5,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,110000
Marrakech,,Ford,Fiesta,2017,5 000 - 9 999,Diesel,7,Manuelle,,,Non,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,110000
Fès,,Citroen,Berlingo,2016,5 000 - 9 999,Diesel,6,Automatique,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,130000
Agadir,,Hyundai,Santa Fe,2008,200 000 - 249 999,Diesel,9,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,140000
Settat,,Renault,Kangoo,2011,180 000 - 189 999,Diesel,6,Manuelle,,,Non,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75000
Fès,,Volkswagen,Passat,2002,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,75000
Casablanca,Hay Mohammadi,Dacia,Dokker,2015,130 000 - 139 999,Diesel,6,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,96000
Tanger,,Hyundai,Santa Fe,2009,150 000 - 159 999,Diesel,9,Manuelle,5,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,95000
El Jadida,,Ford,Focus,2007,250 000 - 299 999,Diesel,7,Manuelle,5,Dédouanée,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72000
Casablanca,Sidi Moumen,Citroen,C4,2007,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,68000
Casablanca,,Renault,Kangoo,2008,400 000 - 449 999,Diesel,6,Automatique,5,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68000
Casablanca,,Volkswagen,Caddy,2018,0 - 4 999,Diesel,8,Manuelle,3,WW au Maroc,Oui,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,130000
Marrakech,Route de Tahanaoute,Peugeot,206+,2013,10 000 - 14 999,Diesel,7,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70000
Casablanca,,Ford,Focus,2018,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,171000
Fès,Oued Fès,Volkswagen,GOLF 4,2000,200 000 - 249 999,Diesel,8,Automatique,5,Importée neuve,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,67000
Salé,,Hyundai,Santa Fe,2009,160 000 - 169 999,Diesel,9,Automatique,5,Importée neuve,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,84000
Casablanca,,Hyundai,Santa Fe,2009,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87000
Salé,El Qaria,Fiat,Punto,2013,70 000 - 74 999,Diesel,5,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,78000
Azilal,,Skoda,Octavia,2011,150 000 - 159 999,Diesel,8,Automatique,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100000
Agadir,Abattoirs,Dacia,Logan,2010,170 000 - 179 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70000
Rabat,Hay el Fath,BMW,Serie 3 coupé,2006,250 000 - 299 999,Diesel,12,Manuelle,3,Dédouanée,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,60000
Guercif,,Ford,Focus,2004,200 000 - 249 999,Diesel,7,Manuelle,5,Dédouanée,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71000
Meknès,,Citroen,C5,2008,250 000 - 299 999,Diesel,8,Automatique,5,Importée neuve,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,78000
Marrakech,,Land Rover,Range Rover Sport,2010,0 - 4 999,Diesel,14,Automatique,5,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243500
Casablanca,Hay Alfalah,BMW,Serie 1,2010,170 000 - 179 999,Diesel,8,Manuelle,3,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,115000
Casablanca,,Renault,Kangoo,2013,0 - 4 999,Diesel,6,Automatique,5,WW au Maroc,Oui,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,86000
Casablanca,Aïn Chock,Ford,Fiesta,2016,90 000 - 94 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,105000
Guercif,,Volkswagen,Passat,2007,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108000
Skoura Ahl El Oust,,Dacia,Logan,2016,70 000 - 74 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,125000
Nador,,Volkswagen,Polo,2010,150 000 - 159 999,Essence,7,Manuelle,,Importée neuve,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77000
Berrechid,,Opel,Insignia,2009,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,100000
Rabat,,Dacia,Logan,2016,110 000 - 119 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120000
Dakhla,,Toyota,Avensis,2006,30 000 - 34 999,Essence,11,Manuelle,5,Dédouanée,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60000
Casablanca,,Dacia,Logan,2016,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,120000
Tinghir,,Hyundai,CRETA,2017,75 000 - 79 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,175000
Nador,Centre Ville,Mercedes-Benz,220,2001,20 000 - 24 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243500
Casablanca,,Audi,Q5,2012,160 000 - 169 999,Diesel,8,Automatique,5,Importée neuve,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,197000
Tanger,Branes 1,Volkswagen,Polo,2011,15 000 - 19 999,Essence,7,Manuelle,5,Importée neuve,Non,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,79000
Tit Mellil,Toute la ville,Renault,Kangoo,2011,250 000 - 299 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75000
Casablanca,Oulfa,Dacia,Dokker,2017,170 000 - 179 999,Diesel,6,Manuelle,5,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110000
Berrechid,,Fiat,Doblo,2014,140 000 - 149 999,Diesel,6,Manuelle,5,WW au Maroc,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73000
Meknès,,Volkswagen,GOLF 4,2003,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Non,Bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,62000
Mohammedia,,Hyundai,Santa Fe,2017,100 000 - 109 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,230000
Ksar el-Kebir,Toute la ville,Volkswagen,Touran,2009,160 000 - 169 999,Diesel,8,Manuelle,5,Dédouanée,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,126000
Tanger,Branes 2,Peugeot,206,2005,130 000 - 139 999,Diesel,6,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64000
Ouazzane,,Fiat,Doblo,2017,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80000
Casablanca,,Citroen,Berlingo,2015,110 000 - 119 999,Diesel,6,Manuelle,3,,,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,115000
Nador,,Mercedes-Benz,Classe C,1998,20 000 - 24 999,Diesel,9,Automatique,5,Dédouanée,Non,Très bon,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,102000
Casablanca,Aïn Sebaâ,Jeep,Compass,2021,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,243500
Casablanca,,Volkswagen,GOLF 6,2012,170 000 - 179 999,Diesel,8,Manuelle,,Dédouanée,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,135000
Fès,,Skoda,Yeti,2015,50 000 - 54 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,170000
Casablanca,Sidi Moumen,Mercedes-Benz,Classe CLA,2015,170 000 - 179 999,Diesel,9,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,243500
Tanger,Malabata,Opel,ANTARA,2009,200 000 - 249 999,Diesel,8,Automatique,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75000
Ait Melloul,,Peugeot,508,2012,190 000 - 199 999,Diesel,8,Manuelle,,WW au Maroc,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110000
Casablanca,Aïn Sebaâ,Volkswagen,Tiguan,2018,120 000 - 129 999,Diesel,8,Automatique,5,Dédouanée,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,243500
Casablanca,Sidi Maarouf,Renault,Kangoo,2004,350 000 - 399 999,Diesel,7,Manuelle,5,WW au Maroc,Non,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63000
Sidi Slimane,,Dacia,Logan,2013,130 000 - 139 999,Diesel,6,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62000
Rabat,Agdal,Mercedes-Benz,220,2011,200 000 - 249 999,Diesel,9,Automatique,5,Importée neuve,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,160000
Casablanca,Anfa,Ford,Focus,2015,190 000 - 199 999,Diesel,6,Manuelle,5,Importée neuve,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,135000
Casablanca,Ben M'sick,Dacia,Logan,2014,110 000 - 119 999,Diesel,6,Manuelle,5,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78000
Marrakech,,Toyota,RAV 4,2015,140 000 - 149 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,179000
Rabat,,Audi,A4,2012,160 000 - 169 999,Diesel,8,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,147000
Casablanca,,Dacia,Dokker,2016,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,88000
Rabat,Agdal,Volkswagen,Tiguan,2013,160 000 - 169 999,Diesel,8,Manuelle,5,Dédouanée,Oui,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,210000
Mohammedia,Autre secteur,Opel,Astra,2008,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,78000
Nador,,Ford,Fiesta,2017,120 000 - 129 999,Diesel,6,Manuelle,5,WW au Maroc,Non,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105000
