Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
Mohammedia,Unknown,Renault,Kangoo,2010,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,81000
Fès,Unknown,Hyundai,Azera,2009,200 000 - 249 999,Diesel,8,Automatique,5,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92000
Salé,Unknown,Peugeot,3008,2017,30 000 - 34 999,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Tétouan,Unknown,Volkswagen,Tiguan,2021,5 000 - 9 999,Diesel,9,Automatique,5,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Casablanca,Sidi Maarouf,Hyundai,Accent,2021,20 000 - 24 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,185000
Casablanca,Unknown,Mercedes-Benz,Classe C,2008,250 000 - 299 999,Diesel,8,Automatique,5,Pas encore dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,135000
Casablanca,Belvédère,Citroen,C4 CACTUS,2016,100 000 - 109 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,130000
Tanger,Al Amal,Volkswagen,GOLF 4,1999,25 000 - 29 999,Diesel,8,Manuelle,5,Dédouanée,Non,Bon,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,71000
Khouribga,Unknown,Ford,Focus,2007,250 000 - 299 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Unknown,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,77000
Agadir,Abattoirs,Toyota,Corolla,2006,250 000 - 299 999,Essence,8,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,65000
Casablanca,Unknown,Dacia,Dokker,2018,90 000 - 94 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,115000
Meknassa Al Gharbia,Unknown,Fiat,FIORINO,2017,100 000 - 109 999,Diesel,6,Manuelle,5,Unknown,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,95000
Casablanca,Unknown,Dacia,Dokker,2015,120 000 - 129 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,89000
Oujda,Unknown,Peugeot,Bipper,2012,200 000 - 249 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62500
Sidi Slimane,Unknown,Mercedes-Benz,Classe C,2002,250 000 - 299 999,Diesel,9,Manuelle,5,Dédouanée,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
Casablanca,Bourgogne,Hyundai,i 30,2013,140 000 - 149 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,118000
Casablanca,Maarif,Mercedes-Benz,Classe V,2019,40 000 - 44 999,Diesel,9,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243500
Casablanca,Unknown,Citroen,DS5,2014,140 000 - 149 999,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,150000
Agadir,Hay Mohammadi,Skoda,Octavia,2010,200 000 - 249 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88000
Casablanca,Unknown,Peugeot,301,2013,150 000 - 159 999,Essence,7,Manuelle,5,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,77000
Marrakech,Agdal,Land Rover,Range Rover Evoque,2018,45 000 - 49 999,Diesel,8,Automatique,5,Importée neuve,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Marrakech,Unknown,Ford,Fiesta,2012,130 000 - 139 999,Essence,7,Manuelle,5,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,66500
Casablanca,Val Fleuri,Peugeot,208,2019,35 000 - 39 999,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,120000
Essaouira,Unknown,Renault,Kangoo,2016,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,120000
Fès,Unknown,Peugeot,Bipper,2014,100 000 - 109 999,Diesel,6,Manuelle,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,92000
Casablanca,Unknown,Citroen,C4 Picasso,2011,160 000 - 169 999,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105000
Settat,Toute la ville,Renault,Kangoo,2007,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Meknès,Hamria,Mercedes-Benz,Classe E,2010,200 000 - 249 999,Diesel,12,Automatique,3,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,200000
Casablanca,Ben M'sick,Opel,ADAM,2017,35 000 - 39 999,Essence,7,Manuelle,3,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,110000
Khouribga,Toute la ville,Volkswagen,Tiguan,2016,110 000 - 119 999,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Temara,Centre Ville,Dacia,Dokker Van,2017,40 000 - 44 999,Diesel,6,Manuelle,5,Unknown,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88000
Rabat,Autre secteur,Ford,C-Max,2014,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,130000
Casablanca,Bernoussi,mini,cooper,2010,90 000 - 94 999,Essence,9,Manuelle,3,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,117000
Rabat,Quartier de l'Océan,Citroen,C4 Picasso,2012,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100000
Béni Mellal,Unknown,Ford,Focus,2012,0 - 4 999,Diesel,6,Manuelle,5,Importée neuve,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,110000
Casablanca,Unknown,Dacia,Logan Mcv,2015,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,85000
Rabat,Unknown,Dacia,Dokker,2012,250 000 - 299 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,96000
Salé,Unknown,Peugeot,508,2011,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,102000
Fès,Centre,Volkswagen,Passat,2007,250 000 - 299 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,95000
Fès,Unknown,Volkswagen,Caddy,2020,0 - 4 999,Diesel,8,Manuelle,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195000
Kénitra,Bab Fès,Citroen,C3,2019,65 000 - 69 999,Diesel,6,Manuelle,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,123000
Rabat,Unknown,Ford,Focus,2007,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,77000
Midelt,Toute la ville,Ford,Focus,2007,190 000 - 199 999,Diesel,7,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73000
Oujda,Bd Allal el fassi,Fiat,FREEMONT,2021,5 000 - 9 999,Diesel,10,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,220000
Casablanca,Unknown,Dacia,Dokker,2018,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,103000
Salé,Hay Chmaou,Mercedes-Benz,Classe C,2017,150 000 - 159 999,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Casablanca,Unknown,Renault,Kangoo,2011,190 000 - 199 999,Diesel,5,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Boujdour,Unknown,Dacia,Lodgy,2016,10 000 - 14 999,Diesel,6,Manuelle,5,Dédouanée,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Temara,Unknown,Citroen,Berlingo,2016,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125000
Dakhla,Unknown,Toyota,Aygo,2011,120 000 - 129 999,Essence,6,Manuelle,5,Unknown,Unknown,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Meknès,Ville Nouvelle,Volkswagen,PASSAT CC,2016,90 000 - 94 999,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,228000
Agadir,Unknown,Kia,Sportage,2011,200 000 - 249 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,118000
Fès,Unknown,Peugeot,207,2011,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,82000
Agadir,Autre secteur,Volkswagen,Passat,2010,20 000 - 24 999,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,120000
Casablanca,Unknown,Hyundai,Elantra,2019,70 000 - 74 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,178000
Casablanca,Aïn Sebaâ,Fiat,Punto,2012,5 000 - 9 999,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,65000
Casablanca,Aïn Sebaâ,Audi,Q5,2013,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Mohammedia,Unknown,Citroen,C3,2013,130 000 - 139 999,Essence,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,73000
Tétouan,Unknown,Kia,K2700,2012,40 000 - 44 999,Diesel,11,Manuelle,5,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Chichaoua,Toute la ville,Toyota,Corolla,2016,180 000 - 189 999,Diesel,5,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,140000
Laâyoune,Unknown,Audi,Q7,2008,200 000 - 249 999,Diesel,11,Automatique,5,Dédouanée,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,160000
Tanger,Aida,Volkswagen,GOLF 7,2015,110 000 - 119 999,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,225000
Kénitra,Unknown,Volkswagen,Passat,2003,200 000 - 249 999,Diesel,8,Manuelle,5,Importée neuve,Non,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,60000
Marrakech,Unknown,Hyundai,Accent,2011,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
Marrakech,Unknown,Toyota,RAV 4,2009,140 000 - 149 999,Diesel,9,Manuelle,5,Unknown,Unknown,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,105000
Bouznika,Unknown,Renault,Laguna,2010,180 000 - 189 999,Essence,11,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,60000
Boujdour,Unknown,Dacia,Dokker,2019,5 000 - 9 999,Diesel,6,Manuelle,5,Dédouanée,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,148000
Nador,Unknown,Citroen,C5,2012,85 000 - 89 999,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Casablanca,Unknown,Dacia,Logan,2013,160 000 - 169 999,Diesel,6,Manuelle,5,Unknown,Unknown,Bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,71000
Marrakech,Unknown,Kia,Sorento,2008,200 000 - 249 999,Diesel,10,Automatique,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
Safi,Unknown,Volkswagen,GOLF 6,2009,200 000 - 249 999,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,120000
Agadir,Unknown,Renault,Kangoo,2011,180 000 - 189 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,98000
Casablanca,Maarif,Fiat,500,2014,80 000 - 84 999,Essence,7,Manuelle,3,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,86000
Marrakech,Unknown,Ford,Fiesta,2017,60 000 - 64 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,105000
El Jadida,Unknown,Dacia,Dokker,2017,110 000 - 119 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,103000
Salé,Hay Salam,Renault,Megane,2004,20 000 - 24 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Casablanca,Sidi Othmane,Peugeot,Partner,2010,20 000 - 24 999,Diesel,7,Manuelle,5,WW au Maroc,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Casablanca,Anfa,Fiat,Doblo,2014,95 000 - 99 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,89000
Salé,Unknown,Dacia,Sandero,2010,110 000 - 119 999,Essence,8,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,63000
Tanger,Branes 1,Volkswagen,GOLF 7,2018,110 000 - 119 999,Diesel,8,Automatique,5,Unknown,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,240000
Salé,Unknown,Peugeot,508,2014,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150000
Youssoufia,Unknown,Volkswagen,Tiguan,2015,120 000 - 129 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,170000
Tétouan,Centre ville,Hyundai,i 40,2013,150 000 - 159 999,Diesel,6,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127000
Fès,Unknown,Peugeot,208,2015,100 000 - 109 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,95000
El Jadida,Unknown,Ford,Focus,2009,30 000 - 34 999,Diesel,7,Manuelle,5,WW au Maroc,Unknown,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,86000
Marrakech,Unknown,Audi,S3,2009,200 000 - 249 999,Essence,9,Manuelle,5,Importée neuve,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,98000
Tanger,Malabata,Hyundai,ix 35,2013,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
Casablanca,Aïn Diab,Audi,A4,2010,190 000 - 199 999,Diesel,8,Manuelle,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,132000
Casablanca,Oulfa,Volkswagen,GOLF 7,2013,110 000 - 119 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150000
Mohammedia,Centre Ville,Dacia,Sandero,2011,160 000 - 169 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,80000
Kénitra,Unknown,Mercedes-Benz,220,2002,250 000 - 299 999,Diesel,9,Automatique,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,85000
Casablanca,2 Mars,Dacia,Sandero,2018,85 000 - 89 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,115000
Kénitra,Centre,BMW,Serie 6,2013,250 000 - 299 999,Diesel,12,Automatique,5,Importée neuve,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,243500
Ouarzazate,Toute la ville,Dacia,Dokker,2017,130 000 - 139 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000
Casablanca,Unknown,Seat,Leon,2017,100 000 - 109 999,Diesel,8,Manuelle,5,WW au Maroc,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,189000
Tanger,Unknown,Dacia,Logan,2009,0 - 4 999,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Tanger,Unknown,Toyota,Prado,2017,120 000 - 129 999,Diesel,12,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,188000
Tanger,Unknown,Volkswagen,Passat,2002,200 000 - 249 999,Diesel,8,Manuelle,5,WW au Maroc,Unknown,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Agadir,Ben Serguaou,Skoda,Octavia,2003,400 000 - 449 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,63000
Khouribga,Toute la ville,Toyota,RAV 4,2010,250 000 - 299 999,Diesel,9,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,78000
Meknès,Unknown,Peugeot,308,2012,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,94000
Mohammedia,La Siesta,Seat,Leon,2018,100 000 - 109 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,220000
Casablanca,Anfa,Fiat,Punto,2014,160 000 - 169 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000
Meknès,Unknown,Citroen,C3,2008,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63000
Fès,Route d'Immouzere,Seat,Leon,2009,300 000 - 349 999,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,75000
Marrakech,Unknown,mini,cooper,2008,180 000 - 189 999,Essence,9,Manuelle,5,Importée neuve,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84000
Tanger,Unknown,Dacia,Logan,2009,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,66000
Salé,Toute la ville,Chevrolet,Captiva,2009,200 000 - 249 999,Diesel,8,Automatique,5,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78000
Tanger,Unknown,Dacia,Dokker,2018,110 000 - 119 999,Diesel,6,Automatique,5,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110000
Casablanca,Anfa,Fiat,500,2014,100 000 - 109 999,Essence,6,Manuelle,3,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,70000
Marrakech,Unknown,Dacia,Logan,2018,75 000 - 79 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,88000
Kénitra,Unknown,Renault,Kangoo,2015,90 000 - 94 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,116000
Fès,Unknown,Hyundai,i 10,2011,180 000 - 189 999,Essence,6,Manuelle,5,Unknown,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000
Casablanca,Unknown,Ford,Focus,2016,140 000 - 149 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,128000
Agadir,Centre Ville,Audi,A5,2012,200 000 - 249 999,Diesel,8,Automatique,5,Unknown,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,175000
Casablanca,Aïn Chock,Mercedes-Benz,Classe A,2002,180 000 - 189 999,Diesel,7,Manuelle,5,Dédouanée,Non,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Meknès,Unknown,Renault,Symbol,2009,0 - 4 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Unknown,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,70000
Casablanca,Unknown,Skoda,Octavia,2018,120 000 - 129 999,Diesel,8,Manuelle,5,WW au Maroc,Oui,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,175000
Rabat,Yacoub El Mansour,Volkswagen,GOLF 6,2010,150 000 - 159 999,Diesel,6,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,120000
Nador,Unknown,Mercedes-Benz,220,1999,35 000 - 39 999,Diesel,9,Manuelle,5,Dédouanée,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,80000
Kénitra,Unknown,Fiat,Punto,2010,200 000 - 249 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Dakhla,Unknown,Fiat,Linea,2008,130 000 - 139 999,Essence,8,Manuelle,5,Dédouanée,Non,Très bon,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60000
Marrakech,Hôpital Militaire,Suzuki,Grand Vitara,2008,250 000 - 299 999,Diesel,7,Manuelle,3,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,70000
Casablanca,Unknown,Toyota,4RUNNER,2005,30 000 - 34 999,Diesel,8,Automatique,5,Unknown,Unknown,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,67000
Temara,Unknown,Citroen,C4 CACTUS,2018,75 000 - 79 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,155000
Azilal,Toute la ville,Peugeot,206+,2011,200 000 - 249 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,63000
Casablanca,Unknown,Dacia,Sandero,2013,150 000 - 159 999,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
Salé,Tabriquet,Toyota,Corolla,2014,110 000 - 119 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,117000
Tanger,Unknown,Dacia,Duster,2016,140 000 - 149 999,Diesel,5,Manuelle,5,WW au Maroc,Non,Unknown,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,125000
Casablanca,Oulfa,Land Rover,Range Rover,2015,130 000 - 139 999,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,240000
Marrakech,Route de Ouarzazate,BMW,Serie 5,2000,250 000 - 299 999,Diesel,8,Manuelle,5,Importée neuve,Non,Unknown,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,60000
Khouribga,Unknown,Volkswagen,Touran,2005,200 000 - 249 999,Diesel,8,Manuelle,5,Dédouanée,Oui,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,100000
Agadir,Hay Mohammadi,Citroen,C3,2021,10 000 - 14 999,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,162000
Casablanca,Sidi Maarouf,Dacia,Logan,2016,180 000 - 189 999,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80000
Meknès,Unknown,Peugeot,108,2020,10 000 - 14 999,Essence,6,Manuelle,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,98000
Oujda,Autre secteur,Volkswagen,GOLF 5,2004,25 000 - 29 999,Essence,9,Manuelle,5,Importée neuve,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69000
Bouznika,Unknown,Kia,Sportage,2011,200 000 - 249 999,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,142000
